,ssc_name,total_persons
3002,NUMINBAH,131
3003,NUMULGI,213
3004,NUNDERI,679
3005,NUNDLE,516
3006,NUNGATTA,0
3007,NUNGATTA SOUTH,0
3008,NURENMERENMONG,10
3009,NYMAGEE,103
3010,NYMBOIDA,302
3011,NYNGAN,2172
3012,NORTH NOWRA,5979
3013,NORTH PARRAMATTA,14368
3014,NORTH RICHMOND,5186
3015,NORTH ROCKS,8391
3016,NORTH ROTHBURY,1066
3017,NORTH RYDE,11735
3018,NORTH SHORE,370
3019,NORTH ST MARYS,4139
3020,NORTH STAR,236
3021,NORTH STRATHFIELD,5170
3022,NORTH SYDNEY,8684
3023,NORTH TAMWORTH,5560
3024,NORTH TUMBULGUM,272
3025,NORTH TURRAMURRA,4441
3026,NORTH WAGGA WAGGA,801
3027,NORTH WAHROONGA,2079
3028,NORTH WILLOUGHBY,4365
3029,NORTH WOLLONGONG,2867
3030,NORTH WOODBURN,94
3031,NORTH YALGOGRIN,86
3032,NORTH YEOVAL,84
3033,NORTHANGERA,44
3034,NORTHBRIDGE,6786
3035,NORTHMEAD,12213
3036,NORTHWOOD,1025
3037,NORWAY,62
3038,NOWENDOC,144
3039,NOWLEY,67
3040,NOWRA,9649
3041,NOWRA HILL,2199
3042,NUBBA,77
3043,NULKABA,778
3044,NULLAMANNA,164
3045,NULLICA,11
3046,NULLO MOUNTAIN,32
3047,NUMBAA,120
3048,NUMBER ONE,25
3049,NUMBLA VALE,39
3050,NUMBUGGA,124
3051,NUMERALLA,269
3052,NYORA,17
3053,NYRANG CREEK,23
3054,O'CONNELL,585
3055,OAK FLATS,6675
3056,OAKDALE,1999
3057,OAKEY PARK,341
3058,OAKHAMPTON,205
3059,OAKHAMPTON HEIGHTS,136
3060,OAKHURST,7399
3061,OAKLANDS,361
3062,OAKVILLE,2052
3063,OAKWOOD,169
3064,OALLEN,150
3065,OATLANDS,6092
3066,OATLEY,11124
3067,OBAN,10
3068,OBANVALE,18
3069,OBERNE CREEK,49
3070,OBERON,3292
3071,OBLEY,100
3072,OCEAN SHORES,5526
3073,OGUNBIL,157
3074,OLD ADAMINABY,33
3075,OLD BAR,4609
3076,OLD BONALBO,75
3077,OLD EROWAL BAY,1076
3078,OLD GREVILLIA,45
3079,OLD GUILDFORD,2823
3080,OLD JUNEE,275
3081,OLD MILL,14
3082,OLD STATION,29
3083,OLD TOONGABBIE,3326
3084,OLINDA,19
3085,OLNEY,0
3086,OMADALE,7
3087,ONE MILE,423
3088,ONE TREE,15
3089,OOLONG,61
3090,OOMA,34
3091,OOTHA,81
3092,OPHIR,128
3093,ORAN PARK,7285
3094,ORANGE,39797
3095,ORANGE GROVE,35
3096,ORANGEVILLE,1362
3097,ORCHARD HILLS,2036
3098,ORIENT POINT,622
3099,ORTON PARK,28
3100,OSBORNE,32
3101,OSTERLEY,122
3102,OSWALD,99
3103,OTFORD,377
3104,OURA,253
3105,OURIMBAH,4086
3106,OURNIE,35
3107,OWENS GAP,59
3108,OXFORD FALLS,144
3109,OXLEY (BALRANALD),32
3110,OXLEY (WARREN),7
3111,OXLEY ISLAND,329
3112,OXLEY PARK,3379
3113,OXLEY VALE,4037
3114,OYSTER BAY,5689
3115,OYSTER COVE,90
3116,PACKSADDLE,85
3117,PADDINGTON,14300
3118,PADDYS FLAT (KYOGLE),13
3119,PADDYS FLAT (SNOWY MONARO REGIONAL),0
3120,PADDYS RIVER (SNOWY VALLEYS),24
3121,PADDYS RIVER (WINGECARRIBEE),34
3122,PADSTOW,14172
3123,PADSTOW HEIGHTS,3734
3124,PAGANS FLAT,4
3125,PAGES CREEK,3
3126,PAGES RIVER,0
3127,PAGEWOOD,4076
3128,PALARANG,58
3129,PALERANG,0
3130,PALING YARDS (BATHURST REGIONAL),18
3131,PALING YARDS (OBERON),14
3132,PALLAL,86
3133,PALLAMALLAWA,444
3134,PALM BEACH,1696
3135,PALM GROVE,113
3136,PALMDALE,102
3137,PALMERS CHANNEL,123
3138,PALMERS ISLAND,467
3139,PALMERS OAKY,35
3140,PALMVALE,85
3141,PALMWOODS,118
3142,PAMBULA,1012
3143,PAMBULA BEACH,683
3144,PAMPOOLAH,407
3145,PAN BAN,26
3146,PANANIA,13321
3147,PANGEE,7
3148,PANUARA,68
3149,PAPPINBARRA,81
3150,PARA,1
3151,PARADISE,18
3152,PEAKHURST,11431
3153,PEAKHURST HEIGHTS,2555
3154,PEARCES CREEK,192
3155,PEARL BEACH,557
3156,PEATS RIDGE,402
3157,PEBBLY BEACH,2
3158,PEEL,302
3159,PEELWOOD,36
3160,PEJAR,53
3161,PELAW MAIN,1088
3162,PELICAN,917
3163,PELTON,95
3164,PEMBROOKE,136
3165,PEMULWUY,5383
3166,PENDLE HILL,7700
3167,PENNANT HILLS,7731
3168,PENRITH,14623
3169,PENROSE,263
3170,PENSHURST,13465
3171,PERICOE,10
3172,PERRYS CROSSING,1
3173,PERTHVILLE,622
3174,PETERSHAM,8885
3175,PHEASANTS NEST,719
3176,PHEGANS BAY,438
3177,PHILLIP BAY,772
3178,PHOENIX PARK,100
3179,PIALLAMORE,267
3180,PIALLAWAY,135
3181,PIAMBONG,156
3182,PICKETTS VALLEY,232
3183,PICNIC POINT,6551
3184,PARINGI,17
3185,PARKES,11653
3186,PARKESBOURNE,174
3187,PARKLEA,3754
3188,PARKVILLE,300
3189,PARMA,188
3190,PARRAMATTA,30051
3191,PARRAWEENA,40
3192,PATCHS BEACH,67
3193,PATERSON,917
3194,PATONGA,204
3195,PAUPONG,14
3196,PAXTON,973
3197,PAYNES CROSSING,124
3198,PAYTENS BRIDGE,105
3199,PEACOCK CREEK,25
3200,PEAK HILL,1133
3201,PEAK VIEW,50
3202,PICTON,5102
3203,PIGEONBAH,10
3204,PIGGABEEN,338
3205,PIKAPENE,3
3206,PILLAR VALLEY,307
3207,PILLIGA,214
3208,PILOT WILDERNESS,0
3209,PIMLICO,311
3210,PIMLICO ISLAND,0
3211,PINBEYAN,0
3212,PINDAROI,40
3213,PINDIMAR,341
3214,PINE CAMP,20
3215,PINE CLUMP,6
3216,PINE GROVE,10
3217,PINE LODGE,62
3218,PINE RIDGE,123
3219,PINE VALLEY,33
3220,PINEY RANGE,68
3221,PINKETT,61
3222,PINNACLE,40
3223,PINNACLE SWAMP,35
3224,PINNY BEACH,0
3225,PIORA,85
3226,PIPECLAY,65
3227,PITNACREE,44
3228,PITT TOWN,3397
3229,PITT TOWN BOTTOMS,106
3230,PLEASANT HILLS,136
3231,PLEASURE POINT,572
3232,PLUMPTON,9794
3233,POINT CLARE,3779
3234,POINT FREDERICK,2012
3235,POINT PIPER,1525
3236,POINT WOLSTONCROFT,0
3237,POINTER MOUNTAIN,10
3238,POKOLBIN,1045
3239,POLA CREEK,67
3240,POLO FLAT,24
3241,POMEROY,120
3242,POMONA,167
3243,PONTO,51
3244,POONCARIE,175
3245,PORT BOTANY,0
3246,PORT HACKING,1165
3247,PORT KEMBLA,5254
3248,PORT MACQUARIE,47059
3249,PORT STEPHENS,0
3250,PORTERS CREEK,0
3251,PORTERS RETREAT,59
3252,QUEENSCLIFF,3716
3253,QUIALIGO,263
3254,QUIDONG,12
3255,QUIERA,0
3256,PORTLAND,2471
3257,POSSUM BRUSH,152
3258,POSSUM CREEK,305
3259,POTATO POINT,140
3260,POTTERY ESTATE,137
3261,POTTS HILL,1446
3262,POTTS POINT,10746
3263,POTTSVILLE,7187
3264,PRAIRIEWOOD,3406
3265,PREMER,86
3266,PRESTONS,16934
3267,PRETTY BEACH (CENTRAL COAST),371
3268,PRETTY BEACH (SHOALHAVEN),0
3269,PRETTY PINE,65
3270,PRIMBEE,1670
3271,PRIMROSE VALLEY,152
3272,PROSPECT,5044
3273,PUCAWAN,35
3274,PUDDLEDOCK,47
3275,PULGANBAR,12
3276,PULLABOOKA,44
3277,PULLETOP,89
3278,PUMPENBIL,204
3279,PUNCHBOWL (CANTERBURY-BANKSTOWN),21700
3280,PUNCHBOWL (CLARENCE VALLEY),2
3281,PURFLEET,125
3282,PURLEWAUGH,101
3283,PUTNEY,4217
3284,PUTTA BUCCA,233
3285,PUTTY,165
3286,PYANGLE,20
3287,PYMBLE,11632
3288,PYRAMUL,75
3289,PYREE,105
3290,PYRMONT,14619
3291,QUAAMA,278
3292,QUAKERS HILL,28759
3293,QUAMBONE,170
3294,QUANDA,9
3295,QUANDARY,43
3296,QUANDIALLA,192
3297,QUEANBEYAN,6573
3298,QUEANBEYAN EAST,4183
3299,QUEANBEYAN WEST,3231
3300,QUEENS PARK,3405
3301,QUEENS PINCH,28
3302,QUIPOLLY,181
3303,QUIRINDI,3551
3304,QUORROBOLONG,540
3305,RABY,6116
3306,RAGLAN,1289
3307,RAINBOW FLAT,715
3308,RAINBOW REACH,84
3309,RALEIGH,652
3310,RAMORNIE,214
3311,RAMSGATE,1230
3312,RAMSGATE BEACH,1792
3313,RAND,214
3314,RANDWICK,32500
3315,RANGARI,37
3316,RANGERS VALLEY,27
3317,RANKIN PARK,2501
3318,RANKINS SPRINGS,177
3319,RANNOCK,60
3320,RAPPVILLE,165
3321,RATHMINES,1971
3322,RAVENSDALE,69
3323,RAVENSWOOD,496
3324,RAVENSWORTH,9
3325,RAWDON ISLAND,107
3326,RAWDON VALE,21
3327,RAWORTH,1913
3328,RAWSONVILLE,55
3329,RAYMOND TERRACE,12997
3330,RAZORBACK,1231
3331,RED HEAD,559
3332,RED HILL (SNOWY VALLEYS),0
3333,RED HILL (TAMWORTH REGIONAL),21
3334,RED HILL (WARREN),10
3335,RED RANGE,187
3336,RED ROCK,467
3337,RED ROCKS,6
3338,REDBANK,411
3339,REDBOURNBERRY,236
3340,REDDESTONE,55
3341,REDFERN,15337
3342,REDHEAD,3617
3343,REDLANDS,35
3344,REEDY CREEK,179
3345,REEDY SWAMP,80
3346,REEFTON,42
3347,REGENTS PARK,5213
3348,REGENTVILLE,803
3349,REIDS FLAT,87
3350,REIDSDALE,128
3351,RENNIE,45
3352,RENWICK,641
3353,REPENTANCE CREEK,108
3354,REPTON,659
3355,RESERVE CREEK,130
3356,RETREAT,53
3357,REVESBY,15144
3358,REVESBY HEIGHTS,1818
3359,RHINE FALLS,42
3360,RHODES,13142
3361,RICHLANDS,37
3362,RICHMOND,5695
3363,RICHMOND HILL,849
3364,RICHMOND LOWLANDS,46
3365,RICHMOND VALE,89
3366,RILEYS HILL,183
3367,RINGWOOD,37
3368,RIVERLEA,45
3369,RIVERSIDE,325
3370,RIVERSTONE,9225
3371,RIVERTREE,17
3372,RIVERVIEW,3703
3373,RIVERWOOD,13306
3374,RIXS CREEK,21
3375,ROB ROY,65
3376,ROBERTSON,1953
3377,ROBIN HILL,979
3378,ROCK FLAT,79
3379,ROCK FOREST,198
3380,ROCK VALLEY,264
3381,ROCKDALE,17174
3382,ROCKLEY,192
3383,ROCKLEY MOUNT,85
3384,ROCKTON,27
3385,ROCKY CREEK (GWYDIR),55
3386,ROCKY CREEK (INVERELL),11
3387,ROCKY GLEN,79
3388,ROCKY HALL,44
3389,ROCKY PLAIN,66
3390,ROCKY POINT,261
3391,ROCKY RIVER (TENTERFIELD),20
3392,ROCKY RIVER (URALLA),271
3393,RODD POINT,1473
3394,ROLLANDS PLAINS,162
3395,ROOKHURST,66
3396,ROOKWOOD,3
3397,ROOTY HILL,15628
3398,ROPERS ROAD,16
3399,ROPES CROSSING,6925
3400,ROSE BAY,10738
3401,ROSE VALLEY (KIAMA),79
3402,ROUGHIT,115
3403,ROUND MOUNTAIN,149
3404,ROUND SWAMP,19
3405,ROUS,238
3406,ROUS MILL,206
3407,ROUSE HILL,8991
3408,ROWAN,94
3409,ROWENA,181
3410,ROWLANDS CREEK,78
3411,ROYAL NATIONAL PARK,28
3412,ROYALLA,1030
3413,ROZELLE,9455
3414,RUBY CREEK,68
3415,RUFUS,25
3416,RUGBY,75
3417,RUKENVALE,31
3418,RUN-O-WATERS,516
3419,RUNNING STREAM,137
3420,RUNNYFORD,19
3421,RUSE,5759
3422,RUSHCUTTERS BAY,2911
3423,RUSHES CREEK,109
3424,RUSHFORTH,249
3425,RUSSELL LEA,5336
3426,RUSSELL VALE,1659
3427,RUTHERFORD,12802
3428,ROSE VALLEY (SNOWY MONARO REGIONAL),32
3429,ROSEBANK,425
3430,ROSEBERG,30
3431,ROSEBERRY,41
3432,ROSEBERRY CREEK,35
3433,ROSEBERY,12467
3434,ROSEBROOK,80
3435,ROSEDALE,221
3436,ROSEHILL,4463
3437,ROSELANDS,12389
3438,ROSEMEADOW,8105
3439,ROSEMEATH,21
3440,ROSEVILLE,10943
3441,ROSEVILLE CHASE,1784
3442,ROSEWOOD (PORT MACQUARIE-HASTINGS),233
3443,ROSEWOOD (SNOWY VALLEYS),219
3444,ROSLYN,92
3445,ROSSGLEN,60
3446,ROSSGOLE,3
3447,ROSSI,102
3448,ROSSMORE,2588
3449,ROTO,45
3450,ROUCHEL,152
3451,ROUCHEL BROOK,30
3452,RUTHVEN,108
3453,RYAN,16
3454,RYDAL,220
3455,RYDALMERE,7323
3456,RYDE,30262
3457,RYE PARK,269
3458,RYHOPE,26
3459,RYLSTONE,961
3460,SACKVILLE,315
3461,SACKVILLE NORTH,330
3462,SADDLEBACK MOUNTAIN,80
3463,SADLEIR,3322
3464,SAFETY BEACH,1006
3465,SALAMANDER BAY,5004
3466,SALISBURY,62
3467,SALISBURY PLAINS,87
3468,SALLYS FLAT,15
3469,SALT ASH,1220
3470,SALTWATER,2
3471,SAN ISIDORE,392
3472,SAN REMO,4481
3473,SANCROX,596
3474,SANCTUARY POINT,7553
3475,SANDBAR,2
3476,SANDGATE,334
3477,SANDIGO,89
3478,SANDILANDS,9
3479,SANDON,13
3480,SANDRINGHAM,1325
3481,SANDY BEACH,2392
3482,SANDY CREEK (COBAR),29
3483,SANDY CREEK (UPPER HUNTER SHIRE),22
3484,SANDY CROSSING,33
3485,SANDY FLAT,85
3486,SANDY GULLY,22
3487,SANDY HILL,28
3488,SANDY HOLLOW,165
3489,SANDY POINT,631
3490,SANGER,5
3491,SANS SOUCI,11045
3492,SAPPHIRE,42
3493,SAPPHIRE BEACH,2278
3494,SARATOGA,4114
3495,SASSAFRAS,32
3496,SAUMAREZ,92
3497,SAUMAREZ PONDS,447
3498,SAVERNAKE,99
3499,SAWPIT CREEK,12
3500,SAWTELL,3799
3501,SAWYERS GULLY,530
3502,SCARBOROUGH,329
3503,SCHEYVILLE,11
3504,SCHOFIELDS,8834
3505,SCONE,5625
3506,SCOTIA,27
3507,SCOTLAND ISLAND,611
3508,SCOTTS CREEK,24
3509,SCOTTS FLAT,40
3510,SCOTTS HEAD,955
3511,SEAFORTH,7532
3512,SEAHAM,1016
3513,SEAHAMPTON,310
3514,SEAL ROCKS,46
3515,SEBASTOPOL,60
3516,SEDGEFIELD,191
3517,SEELANDS,427
3518,SEFTON,6369
3519,SEGENHOE,226
3520,SEVEN HILLS,20512
3521,SEVEN OAKS,64
3522,SEXTONVILLE,21
3523,SHADFORTH,85
3524,SHALLOW BAY,47
3525,SHALVEY,3656
3526,SHANES PARK,503
3527,SHANNON BROOK,171
3528,SHANNON VALE,150
3529,SHANNONDALE,94
3530,SHANNONS FLAT,82
3531,SHARK CREEK,23
3532,SHARPS CREEK,17
3533,SHEEDYS GULLY,86
3534,SHELL COVE,6225
3535,SHELLHARBOUR,3956
3536,SHELLHARBOUR CITY CENTRE,252
3537,SHELLY BEACH,1359
3538,SHERWOOD (CLARENCE VALLEY),69
3539,SHERWOOD (KEMPSEY),146
3540,SHERWOOD (KYOGLE),26
3541,SHOAL BAY,1955
3542,SHOALHAVEN HEADS,3197
3543,SHOOTERS HILL,35
3544,SHORTLAND,4258
3545,SILENT GROVE,20
3546,SILVERDALE,3901
3547,SILVERTON,49
3548,SILVERWATER (LAKE MACQUARIE),310
3549,SILVERWATER (PARRAMATTA),4592
3550,SIMPKINS CREEK,21
3551,SINGLETON,5087
3552,SINGLETONS MILL,6
3553,SIX MILE SWAMP,0
3554,SKENNARS HEAD,1234
3555,SKILLION FLAT,79
3556,SKINNERS SHOOT,139
3557,SLEEPY HOLLOW,106
3558,SMEATON GRANGE,18
3559,SMITHFIELD,12822
3560,SMITHS CREEK (CLARENCE VALLEY),12
3561,SMITHS CREEK (KYOGLE),62
3562,SMITHS CREEK (TWEED),325
3563,SMITHS LAKE,1316
3564,SMITHTOWN,600
3565,SNAKES PLAIN,9
3566,SNOWBALL,0
3567,SNOWY PLAIN,0
3568,SODWALLS,73
3569,SOFALA,134
3570,SOLDIERS POINT,1527
3571,SOMERSBY,1099
3572,SOMERTON,289
3573,SOUTH ALBURY,1389
3574,SOUTH ARM (CLARENCE VALLEY),232
3575,SOUTH ARM (NAMBUCCA),325
3576,SOUTH BALLINA,37
3577,SOUTH BATHURST,1628
3578,SOUTH BOWENFELS,1192
3579,SOUTH COOGEE,6115
3580,SOUTH DURRAS,373
3581,SOUTH GOLDEN BEACH,873
3582,SOUTH GRAFTON,6158
3583,SOUTH GRANVILLE,6103
3584,SOUTH GUNDAGAI,819
3585,SOUTH GUNDURIMBA,332
3586,SOUTH GUYRA,334
3587,SOUTH HURSTVILLE,5577
3588,SOUTH KEMPSEY,2419
3589,SOUTH LISMORE,1853
3590,SOUTH LITTLETON,318
3591,SOUTH MAITLAND,522
3592,SOUTH MAROOTA,596
3593,SOUTH MURWILLUMBAH,1196
3594,SOUTH NOWRA,2181
3595,SOUTH PAMBULA,532
3596,SOUTH PENRITH,12122
3597,SOUTH TAMWORTH,6716
3598,SOUTH TURRAMURRA,3296
3599,SOUTH WENTWORTHVILLE,6948
3600,SINGLETON HEIGHTS,4771
3601,SINGLETON MILITARY AREA,326
3602,SOUTH WEST ROCKS,4735
3603,SOUTH WINDSOR,5996
3604,SOUTH WOLUMLA,179
3605,SOUTHAMPTON,26
3606,SOUTHGATE,191
3607,SPEERS POINT,3441
3608,SPEEWA,95
3609,SPENCER,313
3610,SPICERS CREEK,83
3611,SPICKETTS CREEK,49
3612,SPLITTERS CREEK,279
3613,SPRING CREEK,131
3614,SPRING FARM,5381
3615,SPRING FLAT,210
3616,SPRING GROVE,444
3617,SPRING HILL (CABONNE),503
3618,SPRING HILL (WOLLONGONG),0
3619,SPRING MOUNTAIN,19
3620,SPRING PLAINS,75
3621,SPRING RIDGE,246
3622,SPRING TERRACE,127
3623,SPRINGDALE,156
3624,SPRINGDALE HEIGHTS,2135
3625,SPRINGFIELD (CENTRAL COAST),4287
3626,SPRINGFIELD (SNOWY MONARO REGIONAL),39
3627,SPRINGRANGE,310
3628,SPRINGSIDE,307
3629,SPRINGVALE (LITHGOW),45
3630,SPRINGVALE (WAGGA WAGGA),1778
3631,SPRINGWOOD,8679
3632,ST ALBANS,164
3633,ST ANDREWS,6253
3634,ST CLAIR (PENRITH),20542
3635,ST CLAIR (SINGLETON),8
3636,ST FILLANS,248
3637,ST GEORGE,0
3638,ST GEORGES BASIN,3071
3639,ST HELENS PARK,6987
3640,ST HUBERTS ISLAND,1124
3641,ST IVES,18489
3642,ST IVES CHASE,3375
3643,ST JOHNS PARK,6304
3644,ST LEONARDS,6161
3645,ST MARYS,12997
3646,ST PETERS,3498
3647,STANBOROUGH,72
3648,STANBRIDGE,207
3649,STANFORD MERTHYR,555
3650,STANHOPE,152
3651,STANHOPE GARDENS,9806
3652,STUART TOWN,257
3653,STUARTS POINT,771
3654,STUBBO,235
3655,STUD PARK,50
3656,SUFFOLK PARK,4127
3657,SUGARLOAF,74
3658,SUMMER HILL (DUNGOG),59
3659,SUMMER HILL (INNER WEST),7778
3660,SUMMER HILL CREEK,228
3661,SUMMER ISLAND,97
3662,SUMMERLAND POINT,2655
3663,SUN VALLEY,228
3664,SUNNY CORNER,97
3665,SUNSET STRIP,81
3666,SUNSHINE,440
3667,SUNSHINE BAY,1256
3668,SUNTOP,75
3669,SURF BEACH,1911
3670,SURFSIDE,1373
3671,SURRY HILLS,18287
3672,STANMORE,8626
3673,STANNIFER,78
3674,STANNUM,57
3675,STANWELL PARK,1459
3676,STANWELL TOPS,556
3677,STATE MINE GULLY,18
3678,STEAM PLAINS,3
3679,STEEPLE FLAT,38
3680,STEWARTS BROOK,36
3681,STEWARTS RIVER,118
3682,STOCKINBINGAL,374
3683,STOCKRINGTON,89
3684,STOCKTON,4483
3685,STOCKYARD CREEK,45
3686,STOKERS SIDING,684
3687,STONEHENGE,129
3688,STONEQUARRY,20
3689,STONY CHUTE,171
3690,STONY CREEK (BEGA VALLEY),141
3691,STONY CREEK (MID-WESTERN REGIONAL),53
3692,STONY CROSSING,17
3693,STOTTS CREEK,4
3694,STRATFORD,154
3695,STRATHCEDAR,80
3696,STRATHEDEN,220
3697,STRATHFIELD,28409
3698,STRATHFIELD SOUTH,3909
3699,STROUD,935
3700,STROUD HILL,30
3701,STROUD ROAD,233
3702,SUSSEX INLET,3702
3703,SUTHERLAND,11440
3704,SUTTON,1782
3705,SUTTON FOREST,502
3706,SWAN BAY (PORT STEPHENS),353
3707,SWAN BAY (RICHMOND VALLEY),235
3708,SWAN CREEK,114
3709,SWAN VALE,43
3710,SWANBROOK,12
3711,SWANHAVEN,192
3712,SWANS CROSSING,0
3713,SWANSEA,5265
3714,SWANSEA HEADS,637
3715,SWEETMANS CREEK,63
3716,SYDENHAM,1214
3717,SYDNEY,19914
3718,SYDNEY OLYMPIC PARK,2796
3719,SYLVANIA,11269
3720,SYLVANIA WATERS,3377
3721,TABBIL CREEK,42
3722,TABBIMOBLE,34
3723,TABBITA,73
3724,TABLE TOP,1551
3725,TABULAM,473
3726,TACOMA,654
3727,TACOMA SOUTH,256
3728,TAHLEE,20
3729,TAHMOOR,5351
3730,TALARM,238
3731,TALAWANTA,29
3732,TALBINGO,237
3733,TALLAWANG,173
3734,TALLIMBA,180
3735,TALLONG,850
3736,TALLOWAL,0
3737,TALLOWWOOD RIDGE,48
3738,TALLWOOD,73
3739,TALLWOODS VILLAGE,734
3740,TALMALMO,58
3741,TALOFA,119
3742,TALOUMBI,107
3743,TAMARAMA,1781
3744,TAMBAN,97
3745,TAMBAR SPRINGS,187
3746,TAMBAROORA,41
3747,TAMINDA,53
3748,TAMWORTH,190
3749,TANGLEWOOD,100
3750,TANILBA BAY,3241
3751,TANJA,161
3752,TANNABAR,66
3753,TANNAS MOUNT,45
3754,TANTANGARA,0
3755,TANTAWANGALO,160
3756,TANTONAN,27
3757,TAPITALLEE,630
3758,TARA,30
3759,TARADALE,33
3760,TARAGO,453
3761,TARALGA,494
3762,TARANA,174
3763,TARBAN,8
3764,TARBUCK BAY,203
3765,TARCUTTA,456
3766,TAREE,16499
3767,TAREE SOUTH,331
3768,TAREN POINT,1853
3769,TARLO,175
3770,TARRAGANDA,341
3771,TARRAWANNA,2155
3772,TARRIARO,118
3773,TARRO,1667
3774,TASCOTT,1643
3775,TATHAM,207
3776,TATHRA,1704
3777,TATTON,2720
3778,TAYLORS ARM,148
3779,TAYLORS BEACH,124
3780,TAYLORS FLAT,61
3781,TEA GARDENS,3027
3782,TELARAH,2488
3783,TELEGRAPH POINT,601
3784,TELOPEA,5897
3785,TEMAGOG,238
3786,TEMORA,4793
3787,TEMPE,3792
3788,TEN MILE HOLLOW,1
3789,TENAMBIT,3037
3790,TENANDRA,80
3791,TENNYSON,389
3792,TENNYSON POINT,1300
3793,TENTERDEN,33
3794,TENTERFIELD,4065
3795,TERALBA,1637
3796,TERANIA CREEK,193
3797,TERARA,238
3798,TERIDGERIE,57
3799,TERMEIL,268
3800,TERRABELLA,19
3801,TERRACE CREEK,48
3802,TEWINGA,92
3803,TEXAS,41
3804,THALGARRAH,183
3805,THARBOGANG,522
3806,THE ANGLE,97
3807,THE BIGHT,70
3808,THE BRANCH,86
3809,THE BROTHERS,36
3810,THE CHANNON,388
3811,THE DEVILS WILDERNESS,0
3812,THE ENTRANCE,4225
3813,THE ENTRANCE NORTH,1589
3814,THE FRESHWATER,7
3815,THE GAP (RICHMOND VALLEY),0
3816,THE GAP (WAGGA WAGGA),66
3817,THE GLEN,7
3818,THE GULF,0
3819,THE HATCH,43
3820,THE HILL,2132
3821,THE JUNCTION,1080
3822,THE LAGOON,222
3823,THE MARRA,56
3824,THE MEADOWS,5
3825,THE OAKS,2698
3826,THE PILLIGA,0
3827,THE PINNACLES,86
3828,THE POCKET,300
3829,THE PONDS,13810
3830,THE RIDGEWAY,171
3831,THE RISK,64
3832,THE ROCK,1269
3833,THE ROCKS (BATHURST REGIONAL),62
3834,THE ROCKS (SYDNEY),938
3835,THE SANDON,2
3836,THE SLOPES,338
3837,THE WHITEMAN,139
3838,THERESA CREEK,71
3839,THERESA PARK,567
3840,THIRLDENE,6
3841,THIRLMERE,4339
3842,THIRROUL,6499
3843,THORA,342
3844,TERRAGON,76
3845,TERRAMUNGAMINE,286
3846,TERRANORA,3036
3847,TERREEL,7
3848,TERREY HILLS,3175
3849,TERRIGAL,12119
3850,TERRY HIE HIE,75
3851,TEVEN,312
3852,THORNLEIGH,8781
3853,THORNTON,9036
3854,THRUMSTER,696
3855,THUDDUNGRA,114
3856,THULE,31
3857,THUMB CREEK,25
3858,THURGOONA,9373
3859,THYRA,12
3860,TIANJARA,0
3861,TIBBUC,29
3862,TIBOOBURRA,134
3863,TICHBORNE,79
3864,TICHULAR,2
3865,TIGHES HILL,1793
3866,TILBA TILBA,96
3867,TILBUSTER,62
3868,TILLIGERRY CREEK,0
3869,TILPA,44
3870,TIMBARRA,29
3871,TIMBILLICA,8
3872,TIMBUMBURI,146
3873,TIMOR,59
3874,TINDAREY,36
3875,TINDERRY,76
3876,TINGHA,825
3877,TINGIRA HEIGHTS,2206
3878,TINONEE,1123
3879,TINPOT,6
3880,TINTENBAR,869
3881,TINTINHULL,402
3882,TIONA,2
3883,TIPPERARY,35
3884,TIRI,2
3885,TIRRANNAVILLE,241
3886,TITAATEE CREEK,16
3887,TOCAL,52
3888,TOCUMWAL,2748
3889,TOLLAND,3406
3890,TOLWONG,0
3891,TOMAGO,283
3892,TOMAKIN,1048
3893,TOMALLA,19
3894,TOMBONG,16
3895,TOMBOYE,42
3896,TOMERONG,1102
3897,TOMEWIN,112
3898,TOMINGLEY,310
3899,TOMKI,81
3900,TOMS CREEK,42
3901,TONDERBURINE,60
3902,TRENTHAM CLIFFS,70
3903,TREWILGA,37
3904,TRIAMBLE,19
3905,TRIANGLE FLAT,58
3906,TRUNDLE,680
3907,TRUNGLEY HALL,81
3908,TRUNKEY CREEK,122
3909,TUBBAMURRA,17
3910,TUBBUL,76
3911,TUCABIA,365
3912,TUCKI TUCKI,175
3913,TUCKOMBIL,261
3914,TUCKURIMBA,105
3915,TUENA,64
3916,TONGARRA,112
3917,TOOGONG,80
3918,TOOLEYBUC,289
3919,TOOLIJOOA,135
3920,TOOLOOM,23
3921,TOOLOON,48
3922,TOOMA,110
3923,TOONGABBIE,15326
3924,TOONGI,62
3925,TOONUMBAR,40
3926,TOORANIE,6
3927,TOORAWEENAH,229
3928,TOORMINA,6354
3929,TOOROOKA,50
3930,TOOTHDALE,185
3931,TOOTOOL,77
3932,TOOWOON BAY,581
3933,TOPI TOPI,56
3934,TORONTO,5671
3935,TORRINGTON,83
3936,TORRYBURN (DUNGOG),153
3937,TORRYBURN (URALLA),39
3938,TOTNES VALLEY,34
3939,TOTTENHAM,469
3940,TOUGA,0
3941,TOUKLEY,4833
3942,TOWALLUM,0
3943,TOWAMBA,232
3944,TOWNSEND,934
3945,TOWRADGI,3279
3946,TOWRANG,185
3947,TRALEE,9
3948,TRANGIE,1199
3949,TREGEAGLE,451
3950,TREGEAR,4198
3951,TRENAYR,88
3952,TUGGERAH,944
3953,TUGGERAWONG,1335
3954,TUGRABAKH,80
3955,TULLAKOOL,74
3956,TULLAMORE,423
